Date,Store_ID,Product_Category,Product_ID,Quantity_Sold,Price_per_Unit,Discount per_order,Total_Sales,District,State
5/24/2024,DM017,Stationery,P9508,46,27.45,3%,1224.82,Dehradun,Uttarakhand
11/24/2024,DM004,Stationery,P5927,35,63.07,29%,1567.29,Chennai,Tamil Nadu
4/8/2024,DM016,Clothing,P2202,10,155.36,5%,1475.92,Thiruvananthapuram,Kerala
12/13/2024,DM019,Clothing,P9032,28,416.78,9%,10619.55,Ranchi,Jharkhand
4/22/2024,DM009,Groceries,P1452,29,456.42,4%,12706.73,Jaipur,Rajasthan
7/2/2024,DM005,Home & Kitchen,P9693,12,391.84,23%,3620.6,Hyderabad,Telangana
3/31/2024,DM006,Home & Kitchen,P8862,37,474.86,1%,17394.12,Delhi,Delhi
3/23/2024,DM016,Home & Kitchen,P2685,30,381.07,27%,8345.43,Thiruvananthapuram,Kerala
4/28/2024,DM019,Clothing,P3471,1,232.64,1%,230.31,Ranchi,Jharkhand
3/26/2024,DM005,Groceries,P8933,4,150.26,11%,534.93,Hyderabad,Telangana
1/11/2024,DM018,Stationery,P5290,21,93.99,24%,1500.08,Shimla,Himachal Pradesh
4/1/2024,DM005,Home & Kitchen,P1019,36,424.11,29%,10840.25,Hyderabad,Telangana
7/10/2024,DM009,Electronics,P4242,49,375.96,5%,17500.94,Jaipur,Rajasthan
12/13/2024,DM015,Clothing,P4542,29,494.79,17%,11909.6,Guwahati,Assam
12/10/2024,DM005,Home & Kitchen,P2276,5,168.88,25%,633.3,Hyderabad,Telangana
4/9/2024,DM002,Home & Kitchen,P5085,21,44.33,29%,660.96,Pune,Maharashtra
6/4/2024,DM015,Clothing,P3319,39,315.49,15%,10458.49,Guwahati,Assam
6/2/2024,DM012,Home & Kitchen,P9303,3,98.23,27%,215.12,Indore,Madhya Pradesh
1/7/2024,DM013,Stationery,P7122,37,354.51,7%,12198.69,Patna,Bihar
8/20/2024,DM015,Clothing,P1315,28,150.98,13%,3677.87,Guwahati,Assam
1/24/2024,DM020,Electronics,P2998,44,40.8,28%,1292.54,Panaji,Goa
7/24/2024,DM003,Groceries,P8692,46,102.71,26%,3496.25,Bangalore,Karnataka
5/22/2024,DM014,Clothing,P1114,18,165.44,29%,2114.32,Bhubaneswar,Odisha
10/6/2024,DM008,Clothing,P3457,40,349.09,8%,12846.51,Kolkata,West Bengal
3/27/2024,DM009,Electronics,P8261,3,396.11,21%,938.78,Jaipur,Rajasthan
1/6/2024,DM007,Electronics,P6862,33,312.21,0%,10302.93,Ahmedabad,Gujarat
4/17/2024,DM018,Stationery,P7921,40,260.77,19%,8448.95,Shimla,Himachal Pradesh
2/22/2024,DM006,Clothing,P2631,39,481.13,11%,16700.02,Delhi,Delhi
12/4/2024,DM003,Stationery,P8821,9,61.57,21%,437.76,Bangalore,Karnataka
4/20/2024,DM007,Clothing,P8165,23,402.14,16%,7769.34,Ahmedabad,Gujarat
11/9/2024,DM008,Stationery,P4129,26,454.12,8%,10862.55,Kolkata,West Bengal
10/17/2024,DM001,Home & Kitchen,P4861,24,328.8,27%,5760.58,Mumbai,Maharashtra
2/8/2024,DM019,Home & Kitchen,P8950,28,266.85,27%,5454.41,Ranchi,Jharkhand
8/17/2024,DM018,Home & Kitchen,P3271,20,119.29,22%,1860.92,Shimla,Himachal Pradesh
6/15/2024,DM011,Home & Kitchen,P1199,16,462.72,26%,5478.6,Chandigarh,Punjab
12/25/2024,DM008,Stationery,P1413,17,457.29,19%,6296.88,Kolkata,West Bengal
1/6/2024,DM017,Home & Kitchen,P4724,42,178.06,24%,5683.68,Dehradun,Uttarakhand
8/30/2024,DM004,Home & Kitchen,P8494,9,436.2,3%,3808.03,Chennai,Tamil Nadu
4/10/2024,DM019,Clothing,P9789,38,362.44,13%,11982.27,Ranchi,Jharkhand
6/28/2024,DM019,Clothing,P1971,1,214.49,11%,190.9,Ranchi,Jharkhand
7/17/2024,DM016,Stationery,P9147,18,109.4,4%,1890.43,Thiruvananthapuram,Kerala
9/14/2024,DM004,Home & Kitchen,P1424,3,363.94,5%,1037.23,Chennai,Tamil Nadu
2/13/2024,DM005,Stationery,P2796,34,214.59,30%,5107.24,Hyderabad,Telangana
2/23/2024,DM018,Stationery,P3106,11,51.06,24%,426.86,Shimla,Himachal Pradesh
7/25/2024,DM017,Stationery,P9334,42,487.1,27%,14934.49,Dehradun,Uttarakhand
10/26/2024,DM015,Stationery,P5420,12,128.61,16%,1296.39,Guwahati,Assam
10/7/2024,DM008,Clothing,P8531,34,369.38,8%,11554.21,Kolkata,West Bengal
4/20/2024,DM011,Groceries,P4518,33,249.75,5%,7829.66,Chandigarh,Punjab
7/18/2024,DM008,Electronics,P8731,50,228.97,21%,9044.32,Kolkata,West Bengal
10/21/2024,DM014,Groceries,P9508,29,462.51,20%,10730.23,Bhubaneswar,Odisha
6/11/2024,DM011,Stationery,P5641,30,133.82,18%,3291.97,Chandigarh,Punjab
6/26/2024,DM018,Stationery,P9248,40,481.88,20%,15420.16,Shimla,Himachal Pradesh
10/13/2024,DM005,Electronics,P2945,17,310.69,30%,3697.21,Hyderabad,Telangana
6/22/2024,DM015,Clothing,P9874,42,317.87,26%,9879.4,Guwahati,Assam
2/16/2024,DM014,Groceries,P6048,41,270.94,12%,9775.52,Bhubaneswar,Odisha
3/6/2024,DM009,Home & Kitchen,P4568,34,107.65,26%,2708.47,Jaipur,Rajasthan
12/13/2024,DM014,Electronics,P6598,20,441.36,19%,7150.03,Bhubaneswar,Odisha
4/1/2024,DM017,Electronics,P3468,33,86.65,2%,2802.26,Dehradun,Uttarakhand
9/5/2024,DM019,Clothing,P5804,8,30.64,7%,227.96,Ranchi,Jharkhand
6/6/2024,DM012,Groceries,P9187,18,325.1,11%,5208.1,Indore,Madhya Pradesh
9/14/2024,DM014,Clothing,P9330,33,54.72,9%,1643.24,Bhubaneswar,Odisha
5/1/2024,DM004,Home & Kitchen,P6083,25,380.1,7%,8837.32,Chennai,Tamil Nadu
9/15/2024,DM008,Electronics,P3998,13,421.01,17%,4542.7,Kolkata,West Bengal
3/3/2024,DM016,Home & Kitchen,P4462,17,15.33,18%,213.7,Thiruvananthapuram,Kerala
3/2/2024,DM006,Groceries,P4099,17,498.29,12%,7454.42,Delhi,Delhi
12/10/2024,DM002,Stationery,P6925,30,241.07,24%,5496.4,Pune,Maharashtra
11/6/2024,DM008,Home & Kitchen,P8799,4,494.52,5%,1879.18,Kolkata,West Bengal
5/26/2024,DM017,Groceries,P1935,34,380.26,2%,12670.26,Dehradun,Uttarakhand
4/30/2024,DM004,Stationery,P2794,46,112.56,30%,3624.43,Chennai,Tamil Nadu
3/30/2024,DM001,Electronics,P9895,49,111.13,24%,4138.48,Mumbai,Maharashtra
2/6/2024,DM004,Electronics,P5534,32,316.24,17%,8399.33,Chennai,Tamil Nadu
4/23/2024,DM014,Home & Kitchen,P7648,18,184.02,9%,3014.25,Bhubaneswar,Odisha
3/17/2024,DM015,Electronics,P8776,25,219.12,11%,4875.42,Guwahati,Assam
11/1/2024,DM001,Electronics,P8030,30,290.13,10%,7833.51,Mumbai,Maharashtra
5/5/2024,DM012,Clothing,P8252,38,142.2,3%,5241.49,Indore,Madhya Pradesh
12/23/2024,DM002,Home & Kitchen,P9769,26,458.58,6%,11207.7,Pune,Maharashtra
11/5/2024,DM007,Electronics,P8409,43,24.93,30%,750.39,Ahmedabad,Gujarat
5/20/2024,DM004,Groceries,P7716,32,288.7,6%,8684.1,Chennai,Tamil Nadu
12/17/2024,DM016,Stationery,P5128,29,380.36,27%,8052.22,Thiruvananthapuram,Kerala
5/29/2024,DM015,Clothing,P9766,50,441.4,30%,15449,Guwahati,Assam
2/18/2024,DM001,Stationery,P5317,27,64.14,24%,1316.15,Mumbai,Maharashtra
1/19/2024,DM018,Electronics,P9010,42,301.13,25%,9485.59,Shimla,Himachal Pradesh
5/15/2024,DM001,Home & Kitchen,P1710,37,116.08,4%,4123.16,Mumbai,Maharashtra
8/19/2024,DM009,Groceries,P7576,5,375.87,15%,1597.45,Jaipur,Rajasthan
5/10/2024,DM013,Stationery,P9664,2,146.5,10%,263.7,Patna,Bihar
9/2/2024,DM018,Stationery,P2769,18,295.81,21%,4206.42,Shimla,Himachal Pradesh
6/28/2024,DM010,Stationery,P3990,6,337.95,1%,2007.42,Lucknow,Uttar Pradesh
12/9/2024,DM002,Electronics,P6274,38,140.1,25%,3992.85,Pune,Maharashtra
11/27/2024,DM020,Electronics,P4760,16,179.92,23%,2216.61,Panaji,Goa
6/13/2024,DM009,Electronics,P7054,50,114.11,25%,4279.12,Jaipur,Rajasthan
6/15/2024,DM010,Home & Kitchen,P2621,41,126.83,22%,4056.02,Lucknow,Uttar Pradesh
10/7/2024,DM015,Electronics,P6854,4,14.58,0%,58.32,Guwahati,Assam
12/21/2024,DM002,Electronics,P5013,26,55.47,16%,1211.46,Pune,Maharashtra
5/11/2024,DM013,Groceries,P5835,47,102.01,14%,4123.24,Patna,Bihar
5/31/2024,DM016,Home & Kitchen,P9866,24,132,30%,2217.6,Thiruvananthapuram,Kerala
9/1/2024,DM012,Groceries,P4287,17,499.41,24%,6452.38,Indore,Madhya Pradesh
9/12/2024,DM005,Electronics,P4539,16,239.43,23%,2949.78,Hyderabad,Telangana
2/8/2024,DM019,Clothing,P5951,35,165.07,18%,4737.51,Ranchi,Jharkhand
2/1/2024,DM017,Clothing,P9391,49,275.2,27%,9843.9,Dehradun,Uttarakhand
5/4/2024,DM017,Electronics,P6512,1,69.44,6%,65.27,Dehradun,Uttarakhand
8/1/2024,DM008,Electronics,P7956,46,365.65,20%,13455.92,Kolkata,West Bengal
9/26/2024,DM016,Clothing,P8958,39,433.59,3%,16402.71,Thiruvananthapuram,Kerala
3/18/2024,DM019,Home & Kitchen,P6072,35,310.37,5%,10319.8,Ranchi,Jharkhand
7/29/2024,DM001,Clothing,P7305,39,186.75,9%,6627.76,Mumbai,Maharashtra
10/12/2024,DM008,Home & Kitchen,P5638,33,198.05,27%,4771.02,Kolkata,West Bengal
2/20/2024,DM001,Groceries,P1216,48,445.83,4%,20543.85,Mumbai,Maharashtra
8/25/2024,DM008,Home & Kitchen,P4855,12,270.95,13%,2828.72,Kolkata,West Bengal
4/15/2024,DM013,Home & Kitchen,P1805,28,465.6,2%,12776.06,Patna,Bihar
3/8/2024,DM013,Stationery,P6200,2,278.1,11%,495.02,Patna,Bihar
11/15/2024,DM007,Clothing,P5513,20,397.34,1%,7867.33,Ahmedabad,Gujarat
6/11/2024,DM005,Electronics,P9556,38,348.52,29%,9403.07,Hyderabad,Telangana
3/15/2024,DM019,Stationery,P6818,47,44.61,15%,1782.17,Ranchi,Jharkhand
2/21/2024,DM003,Stationery,P5224,13,401.41,3%,5061.78,Bangalore,Karnataka
10/6/2024,DM011,Electronics,P2766,16,391.15,26%,4631.22,Chandigarh,Punjab
1/24/2024,DM005,Electronics,P8474,8,217,27%,1267.28,Hyderabad,Telangana
9/14/2024,DM012,Electronics,P8196,5,233.44,3%,1132.18,Indore,Madhya Pradesh
9/5/2024,DM010,Groceries,P7233,22,245.09,13%,4691.02,Lucknow,Uttar Pradesh
4/28/2024,DM015,Electronics,P6966,25,304.73,29%,5408.96,Guwahati,Assam
7/12/2024,DM006,Home & Kitchen,P4348,2,83.16,19%,134.72,Delhi,Delhi
1/29/2024,DM004,Electronics,P2815,4,332.02,29%,942.94,Chennai,Tamil Nadu
11/23/2024,DM007,Home & Kitchen,P7003,48,351.17,21%,13316.37,Ahmedabad,Gujarat
10/14/2024,DM020,Home & Kitchen,P2721,32,432.25,12%,12172.16,Panaji,Goa
4/8/2024,DM005,Electronics,P5731,43,284.05,26%,9038.47,Hyderabad,Telangana
9/27/2024,DM007,Electronics,P3441,32,425.47,25%,10211.28,Ahmedabad,Gujarat
8/3/2024,DM008,Electronics,P5185,8,461.72,24%,2807.26,Kolkata,West Bengal
11/11/2024,DM005,Home & Kitchen,P6219,23,493.83,25%,8518.57,Hyderabad,Telangana
10/14/2024,DM015,Electronics,P3683,1,244.23,14%,210.04,Guwahati,Assam
4/28/2024,DM010,Stationery,P5788,50,388.67,5%,18461.83,Lucknow,Uttar Pradesh
2/10/2024,DM009,Stationery,P5315,44,251.18,22%,8620.5,Jaipur,Rajasthan
6/16/2024,DM004,Electronics,P9577,1,364.03,3%,353.11,Chennai,Tamil Nadu
11/22/2024,DM002,Clothing,P2216,31,15.68,1%,481.22,Pune,Maharashtra
7/28/2024,DM015,Electronics,P2492,25,21.15,12%,465.3,Guwahati,Assam
6/27/2024,DM013,Electronics,P6552,50,39.23,24%,1490.74,Patna,Bihar
10/10/2024,DM010,Clothing,P8765,4,114.88,20%,367.62,Lucknow,Uttar Pradesh
9/26/2024,DM016,Electronics,P3506,23,236.01,14%,4668.28,Thiruvananthapuram,Kerala
1/17/2024,DM002,Electronics,P6339,27,263.14,2%,6962.68,Pune,Maharashtra
3/11/2024,DM015,Stationery,P9206,31,355.57,10%,9920.4,Guwahati,Assam
6/30/2024,DM015,Groceries,P2720,27,91.56,21%,1952.97,Guwahati,Assam
2/27/2024,DM012,Stationery,P1107,22,182.42,19%,3250.72,Indore,Madhya Pradesh
10/19/2024,DM013,Groceries,P8093,6,303.19,11%,1619.03,Patna,Bihar
4/5/2024,DM018,Clothing,P2921,9,133.69,7%,1118.99,Shimla,Himachal Pradesh
9/9/2024,DM013,Electronics,P2454,21,154.76,10%,2924.96,Patna,Bihar
3/13/2024,DM019,Electronics,P8586,6,244.15,19%,1186.57,Ranchi,Jharkhand
1/7/2024,DM004,Electronics,P9205,3,402.68,1%,1195.96,Chennai,Tamil Nadu
3/23/2024,DM020,Home & Kitchen,P4334,36,118.54,11%,3798.02,Panaji,Goa
3/25/2024,DM013,Home & Kitchen,P5261,16,22.51,30%,252.11,Patna,Bihar
4/17/2024,DM001,Electronics,P9716,7,109.55,7%,713.17,Mumbai,Maharashtra
12/18/2024,DM008,Electronics,P3285,45,75.25,30%,2370.38,Kolkata,West Bengal
12/27/2024,DM006,Groceries,P7449,49,145.6,22%,5564.83,Delhi,Delhi
8/14/2024,DM012,Clothing,P4368,21,293.39,29%,4374.44,Indore,Madhya Pradesh
3/9/2024,DM006,Stationery,P3707,40,86.34,9%,3142.78,Delhi,Delhi
12/26/2024,DM001,Clothing,P1187,29,163.93,26%,3517.94,Mumbai,Maharashtra
1/28/2024,DM008,Home & Kitchen,P7021,10,241.92,3%,2346.62,Kolkata,West Bengal
12/30/2024,DM002,Stationery,P3942,10,382.84,20%,3062.72,Pune,Maharashtra
11/19/2024,DM011,Stationery,P4641,13,235.11,1%,3025.87,Chandigarh,Punjab
6/23/2024,DM011,Clothing,P4327,3,94.45,17%,235.18,Chandigarh,Punjab
12/5/2024,DM007,Groceries,P1284,26,170.23,17%,3673.56,Ahmedabad,Gujarat
10/18/2024,DM011,Home & Kitchen,P5268,34,331.8,8%,10378.7,Chandigarh,Punjab
2/12/2024,DM013,Electronics,P5822,18,175.48,5%,3000.71,Patna,Bihar
8/12/2024,DM007,Electronics,P7892,31,446.88,23%,10667.03,Ahmedabad,Gujarat
11/17/2024,DM005,Electronics,P4440,33,492.59,17%,13492.04,Hyderabad,Telangana
4/24/2024,DM004,Electronics,P5088,38,200.76,5%,7247.44,Chennai,Tamil Nadu
1/15/2024,DM013,Clothing,P8892,47,36.43,29%,1215.67,Patna,Bihar
1/8/2024,DM009,Electronics,P1498,37,26.46,3%,949.65,Jaipur,Rajasthan
10/12/2024,DM014,Electronics,P2886,16,116.71,18%,1531.24,Bhubaneswar,Odisha
4/4/2024,DM004,Home & Kitchen,P8628,3,415.79,19%,1010.37,Chennai,Tamil Nadu
11/3/2024,DM001,Home & Kitchen,P1716,21,333.52,23%,5393.02,Mumbai,Maharashtra
1/8/2024,DM016,Stationery,P4488,42,77.71,19%,2643.69,Thiruvananthapuram,Kerala
12/5/2024,DM014,Electronics,P2406,18,199.76,3%,3487.81,Bhubaneswar,Odisha
10/18/2024,DM019,Clothing,P5416,15,414.55,18%,5098.97,Ranchi,Jharkhand
2/21/2024,DM002,Electronics,P3269,39,409.33,20%,12771.1,Pune,Maharashtra
10/11/2024,DM006,Electronics,P2588,40,407.33,3%,15804.4,Delhi,Delhi
3/17/2024,DM006,Home & Kitchen,P1716,35,33.33,24%,886.58,Delhi,Delhi
7/21/2024,DM011,Groceries,P9983,17,333.45,3%,5498.59,Chandigarh,Punjab
1/14/2024,DM020,Clothing,P3262,17,204.11,5%,3296.38,Panaji,Goa
9/6/2024,DM008,Stationery,P6125,37,197.81,24%,5562.42,Kolkata,West Bengal
1/1/2024,DM012,Clothing,P1095,32,392.63,8%,11559.03,Indore,Madhya Pradesh
9/24/2024,DM001,Clothing,P8989,14,160.33,9%,2042.6,Mumbai,Maharashtra
1/16/2024,DM009,Stationery,P3551,18,433.95,8%,7186.21,Jaipur,Rajasthan
11/18/2024,DM006,Electronics,P5754,37,495.02,23%,14103.12,Delhi,Delhi
11/7/2024,DM001,Home & Kitchen,P7912,12,311.98,15%,3182.2,Mumbai,Maharashtra
3/6/2024,DM018,Electronics,P6402,36,453.41,16%,13711.12,Shimla,Himachal Pradesh
10/25/2024,DM015,Groceries,P3503,27,95.84,26%,1914.88,Guwahati,Assam
1/24/2024,DM016,Groceries,P9460,42,154.72,17%,5393.54,Thiruvananthapuram,Kerala
9/17/2024,DM003,Home & Kitchen,P4467,17,418.68,23%,5480.52,Bangalore,Karnataka
12/1/2024,DM017,Home & Kitchen,P7901,16,281.69,6%,4236.62,Dehradun,Uttarakhand
7/23/2024,DM014,Clothing,P6057,43,136.7,24%,4467.36,Bhubaneswar,Odisha
12/24/2024,DM003,Groceries,P6368,9,309.17,14%,2392.98,Bangalore,Karnataka
4/19/2024,DM013,Electronics,P5152,44,348.45,12%,13491.98,Patna,Bihar
2/25/2024,DM017,Clothing,P5289,31,494.84,2%,15033.24,Dehradun,Uttarakhand
12/5/2024,DM013,Groceries,P1413,48,49.18,9%,2148.18,Patna,Bihar
4/9/2024,DM016,Electronics,P6260,36,165.38,6%,5596.46,Thiruvananthapuram,Kerala
9/13/2024,DM010,Home & Kitchen,P5775,36,314.86,15%,9634.72,Lucknow,Uttar Pradesh
6/18/2024,DM012,Groceries,P9311,17,407.38,6%,6509.93,Indore,Madhya Pradesh
6/18/2024,DM013,Groceries,P6441,1,375.72,5%,356.93,Patna,Bihar
1/31/2024,DM019,Groceries,P3147,46,319.92,29%,10448.59,Ranchi,Jharkhand
7/19/2024,DM001,Groceries,P8764,29,16.5,9%,435.44,Mumbai,Maharashtra
2/19/2024,DM017,Electronics,P3488,48,80.05,29%,2728.1,Dehradun,Uttarakhand
9/16/2024,DM001,Groceries,P2602,11,461.25,2%,4972.27,Mumbai,Maharashtra
11/21/2024,DM009,Stationery,P6022,24,230.28,0%,5526.72,Jaipur,Rajasthan
9/13/2024,DM013,Stationery,P4106,9,480.64,28%,3114.55,Patna,Bihar
10/31/2024,DM001,Clothing,P6659,46,290.9,14%,11508,Mumbai,Maharashtra
10/30/2024,DM005,Clothing,P4553,8,99.45,19%,644.44,Hyderabad,Telangana
4/8/2024,DM017,Stationery,P6553,7,398.41,1%,2760.98,Dehradun,Uttarakhand
3/8/2024,DM004,Groceries,P6132,46,84.49,17%,3225.83,Chennai,Tamil Nadu
4/3/2024,DM003,Groceries,P2581,50,461.77,26%,17085.49,Bangalore,Karnataka
12/9/2024,DM005,Groceries,P4595,36,228.81,0%,8237.16,Hyderabad,Telangana
4/17/2024,DM020,Home & Kitchen,P3537,14,281.1,15%,3345.09,Panaji,Goa
6/10/2024,DM011,Stationery,P6926,9,471.5,13%,3691.84,Chandigarh,Punjab
3/7/2024,DM006,Home & Kitchen,P4550,37,307.99,3%,11053.76,Delhi,Delhi
11/3/2024,DM012,Clothing,P7587,42,71.14,28%,2151.27,Indore,Madhya Pradesh
6/24/2024,DM017,Electronics,P1881,42,216.25,10%,8174.25,Dehradun,Uttarakhand
5/12/2024,DM015,Home & Kitchen,P4648,2,62.24,24%,94.6,Guwahati,Assam
9/18/2024,DM011,Clothing,P3923,31,80.06,14%,2134.4,Chandigarh,Punjab
3/8/2024,DM007,Groceries,P1270,1,331.06,6%,311.2,Ahmedabad,Gujarat
3/28/2024,DM009,Stationery,P2657,2,320.69,2%,628.55,Jaipur,Rajasthan
1/9/2024,DM007,Groceries,P6626,1,384.66,8%,353.89,Ahmedabad,Gujarat
4/22/2024,DM010,Home & Kitchen,P9069,8,467.75,3%,3629.74,Lucknow,Uttar Pradesh
11/14/2024,DM009,Stationery,P3377,17,55.61,20%,756.3,Jaipur,Rajasthan
8/10/2024,DM014,Stationery,P3814,26,488.29,12%,11172.08,Bhubaneswar,Odisha
12/7/2024,DM003,Electronics,P5213,35,261.79,21%,7238.49,Bangalore,Karnataka
4/20/2024,DM011,Stationery,P8188,13,293.82,26%,2826.55,Chandigarh,Punjab
2/24/2024,DM006,Electronics,P8531,32,383.17,7%,11403.14,Delhi,Delhi
4/8/2024,DM014,Stationery,P6841,12,429.68,29%,3660.87,Bhubaneswar,Odisha
9/1/2024,DM004,Clothing,P2231,40,171.14,11%,6092.58,Chennai,Tamil Nadu
3/11/2024,DM008,Stationery,P1850,33,457.32,28%,10865.92,Kolkata,West Bengal
9/27/2024,DM009,Groceries,P1045,50,192.87,7%,8968.45,Jaipur,Rajasthan
5/2/2024,DM007,Electronics,P3796,37,301.51,12%,9817.17,Ahmedabad,Gujarat
11/20/2024,DM013,Home & Kitchen,P4541,34,54.68,12%,1636.03,Patna,Bihar
11/26/2024,DM001,Stationery,P4311,21,396.53,19%,6744.98,Mumbai,Maharashtra
12/1/2024,DM013,Home & Kitchen,P7125,29,330.17,11%,8521.69,Patna,Bihar
1/29/2024,DM002,Groceries,P9204,48,464.08,5%,21162.05,Pune,Maharashtra
6/8/2024,DM004,Groceries,P6111,42,248.65,15%,8876.81,Chennai,Tamil Nadu
1/7/2024,DM009,Home & Kitchen,P7072,11,61.29,16%,566.32,Jaipur,Rajasthan
12/12/2024,DM009,Home & Kitchen,P6503,26,33.43,12%,764.88,Jaipur,Rajasthan
2/17/2024,DM008,Groceries,P2605,10,453.71,10%,4083.39,Kolkata,West Bengal
5/2/2024,DM010,Stationery,P4999,5,327.88,24%,1245.94,Lucknow,Uttar Pradesh
5/10/2024,DM011,Clothing,P9271,34,490.21,1%,16500.47,Chandigarh,Punjab
7/23/2024,DM016,Stationery,P2622,37,28.98,16%,900.7,Thiruvananthapuram,Kerala
2/14/2024,DM010,Home & Kitchen,P9089,30,117.6,2%,3457.44,Lucknow,Uttar Pradesh
5/8/2024,DM010,Home & Kitchen,P5162,2,284.19,30%,397.87,Lucknow,Uttar Pradesh
1/16/2024,DM019,Groceries,P2725,43,443.15,1%,18864.9,Ranchi,Jharkhand
5/14/2024,DM015,Groceries,P7904,30,277.29,15%,7070.9,Guwahati,Assam
12/13/2024,DM019,Electronics,P1721,17,359.16,25%,4579.29,Ranchi,Jharkhand
4/8/2024,DM007,Home & Kitchen,P4833,3,496.14,28%,1071.66,Ahmedabad,Gujarat
4/18/2024,DM002,Home & Kitchen,P2016,14,67.89,0%,950.46,Pune,Maharashtra
2/27/2024,DM016,Electronics,P5414,1,336.8,14%,289.65,Thiruvananthapuram,Kerala
4/13/2024,DM015,Home & Kitchen,P7234,15,242.94,27%,2660.19,Guwahati,Assam
12/9/2024,DM009,Clothing,P5393,32,411.53,21%,10403.48,Jaipur,Rajasthan
11/21/2024,DM012,Electronics,P4845,20,486.67,4%,9344.06,Indore,Madhya Pradesh
8/12/2024,DM013,Groceries,P2522,24,68.64,18%,1350.84,Patna,Bihar
12/1/2024,DM019,Clothing,P8754,33,95.02,13%,2728.02,Ranchi,Jharkhand
4/1/2024,DM006,Clothing,P8645,20,222.16,17%,3687.86,Delhi,Delhi
3/17/2024,DM011,Electronics,P1663,48,282.81,15%,11538.65,Chandigarh,Punjab
12/1/2024,DM004,Electronics,P8049,32,155.08,8%,4565.56,Chennai,Tamil Nadu
12/20/2024,DM009,Stationery,P3157,3,40.73,0%,122.19,Jaipur,Rajasthan
1/29/2024,DM009,Groceries,P7958,48,473.22,6%,21351.69,Jaipur,Rajasthan
3/14/2024,DM007,Electronics,P1310,30,397.35,24%,9059.58,Ahmedabad,Gujarat
7/8/2024,DM008,Stationery,P4931,28,283.99,12%,6997.51,Kolkata,West Bengal
4/12/2024,DM006,Groceries,P7075,19,111.89,30%,1488.14,Delhi,Delhi
3/16/2024,DM008,Stationery,P7563,15,231.17,6%,3259.5,Kolkata,West Bengal
8/5/2024,DM020,Groceries,P1248,5,316.23,28%,1138.43,Panaji,Goa
5/6/2024,DM020,Home & Kitchen,P9242,40,267.65,21%,8457.74,Panaji,Goa
12/3/2024,DM003,Groceries,P3678,17,28.49,26%,358.4,Bangalore,Karnataka
3/16/2024,DM019,Home & Kitchen,P8717,36,247.31,8%,8190.91,Ranchi,Jharkhand
8/13/2024,DM015,Stationery,P7604,45,90.35,27%,2968,Guwahati,Assam
9/18/2024,DM005,Stationery,P3910,38,179.45,23%,5250.71,Hyderabad,Telangana
9/2/2024,DM003,Stationery,P3914,27,265.68,30%,5021.35,Bangalore,Karnataka
3/9/2024,DM014,Groceries,P8031,48,138.33,9%,6042.25,Bhubaneswar,Odisha
9/8/2024,DM009,Groceries,P1168,5,216.8,11%,964.76,Jaipur,Rajasthan
5/20/2024,DM005,Clothing,P1390,35,410.5,0%,14367.5,Hyderabad,Telangana
12/17/2024,DM014,Groceries,P3001,9,156.33,4%,1350.69,Bhubaneswar,Odisha
6/10/2024,DM005,Groceries,P9078,12,51.9,12%,548.06,Hyderabad,Telangana
9/4/2024,DM015,Electronics,P5121,37,88.85,20%,2629.96,Guwahati,Assam
1/20/2024,DM003,Electronics,P8956,46,110.28,7%,4717.78,Bangalore,Karnataka
8/3/2024,DM001,Electronics,P2585,32,487.91,30%,10929.18,Mumbai,Maharashtra
4/10/2024,DM007,Stationery,P8738,39,459.84,13%,15602.37,Ahmedabad,Gujarat
12/6/2024,DM018,Stationery,P8751,2,55.42,29%,78.7,Shimla,Himachal Pradesh
8/5/2024,DM002,Home & Kitchen,P4639,39,76.55,26%,2209.23,Pune,Maharashtra
5/21/2024,DM014,Groceries,P9880,7,58.72,30%,287.73,Bhubaneswar,Odisha
4/15/2024,DM018,Clothing,P6282,22,26.78,0%,589.16,Shimla,Himachal Pradesh
7/29/2024,DM007,Clothing,P8773,24,164.77,8%,3638.12,Ahmedabad,Gujarat
11/4/2024,DM018,Clothing,P7469,16,306.06,3%,4750.05,Shimla,Himachal Pradesh
2/24/2024,DM007,Home & Kitchen,P8839,32,220.9,26%,5230.91,Ahmedabad,Gujarat
6/17/2024,DM008,Groceries,P9676,27,497.55,14%,11553.11,Kolkata,West Bengal
6/25/2024,DM014,Clothing,P9277,1,343.09,28%,247.02,Bhubaneswar,Odisha
11/5/2024,DM003,Stationery,P5362,43,257.18,19%,8957.58,Bangalore,Karnataka
9/28/2024,DM019,Clothing,P7937,18,274.16,24%,3750.51,Ranchi,Jharkhand
10/19/2024,DM008,Clothing,P7505,2,355.7,12%,626.03,Kolkata,West Bengal
8/24/2024,DM004,Stationery,P4357,31,415.85,1%,12762.44,Chennai,Tamil Nadu
12/6/2024,DM019,Stationery,P7734,31,382.51,19%,9604.83,Ranchi,Jharkhand
9/23/2024,DM018,Groceries,P4557,18,39.53,26%,526.54,Shimla,Himachal Pradesh
1/9/2024,DM019,Clothing,P2104,26,21.64,13%,489.5,Ranchi,Jharkhand
10/29/2024,DM010,Clothing,P8430,4,352.27,1%,1394.99,Lucknow,Uttar Pradesh
12/20/2024,DM015,Home & Kitchen,P8050,8,489.3,2%,3836.11,Guwahati,Assam
